,Country,Year,Total Production,Exportable Production
587,Côte d'Ivoire,2000/01,4845.585999999999,4528.919
588,El Salvador,2000/01,1704.4498,1560.4498
589,Equatorial Guinea,2000/01,0.0,0.0
590,Ethiopia,2000/01,3115.1490000000003,1101.149
591,Gabon,2000/01,0.0,0.0
592,Ghana,2000/01,76.456,75.456
593,Guatemala,2000/01,4939.753,4639.753
594,Guinea,2000/01,399.99199999999996,349.99199999999996
595,Guyana,2000/01,2.8718,0.9888
596,Honduras,2000/01,2666.658,2436.658
597,India,2000/01,5019.7666,4019.7666
598,Jamaica,2000/01,36.8774,24.8104
599,Kenya,2000/01,1001.8641,951.8641
600,"Lao, People's Dem. Rep. of",2000/01,212.185,212.185
601,Liberia,2000/01,12.305,7.305
602,Mexico,2000/01,4814.9789,3509.9789
603,Nepal,2000/01,,
604,Nicaragua,2000/01,1572.4326,1397.5026
605,Nigeria,2000/01,49.431000000000004,9.431000000000001
606,Panama,2000/01,170.226,103.226
607,Sierra Leone,2000/01,49.155,44.155
608,Sri Lanka,2000/01,33.28,3.28
609,Thailand,2000/01,1692.2342,1192.2342
610,Togo,2000/01,197.40099999999998,195.40099999999998
611,Trinidad & Tobago,2000/01,16.393,2.3930000000000002
612,Uganda,2000/01,3400.683,3258.683
613,Venezuela,2000/01,1449.924,265.934
614,Vietnam,2000/01,14841.309,14439.684
615,Yemen,2000/01,63.93600000000001,63.93600000000001
616,Angola,2001/02,20.69,0.69
617,Bolivia,2001/02,117.516,57.516000000000005
618,Brazil,2001/02,31365.0955,17775.0955
619,Burundi,2001/02,143.982,141.982
620,Ecuador,2001/02,792.847,592.847
621,Indonesia,2001/02,6833.356,4833.356
622,Madagascar,2001/02,147.236,19.236
623,Malawi,2001/02,60.39,59.39
624,Papua New Guinea,2001/02,1062.593,1060.593
625,Paraguay,2001/02,19.6,0.0
626,Peru,2001/02,2828.946,2628.946
627,Rwanda,2001/02,295.51,293.51
628,Timor-Leste,2001/02,32.8539,32.8539
629,Zimbabwe,2001/02,121.042,117.042
630,"Congo, Rep. of",2001/02,3.0,0.0
631,Cuba,2001/02,284.974,64.97399999999999
632,Dominican Republic,2001/02,386.958,46.76
633,Haiti,2001/02,402.64,62.64
634,Philippines,2001/02,262.682,0.0
635,Tanzania,2001/02,624.089,609.089
636,Zambia,2001/02,99.67200000000001,99.072
637,Benin,2001/02,0.0,0.0
638,Cameroon,2001/02,685.677,616.677
639,Central African Republic,2001/02,68.172,65.172
640,Colombia,2001/02,11962.441,10562.441
641,"Congo, Dem. Rep. of",2001/02,423.184,223.18400000000003
642,Costa Rica,2001/02,2246.7,1871.7
643,Côte d'Ivoire,2001/02,3596.116,3279.449
644,El Salvador,2001/02,1693.9660000000001,1540.6660000000002
645,Equatorial Guinea,2001/02,0.0,0.0
646,Ethiopia,2001/02,4044.24,1923.24
647,Gabon,2001/02,822.0,522.0
648,Ghana,2001/02,7.285,6.285
649,Guatemala,2001/02,3668.96,3368.96
650,Guinea,2001/02,235.979,185.979
651,Guyana,2001/02,5.2563,1.0893
652,Honduras,2001/02,3036.252,2836.252
653,India,2001/02,5010.313,3943.313
654,Jamaica,2001/02,30.775,20.775
655,Kenya,2001/02,990.5310000000001,940.5310000000001
656,"Lao, People's Dem. Rep. of",2001/02,258.1452,258.1452
657,Liberia,2001/02,11.833,6.832999999999999
658,Mexico,2001/02,4438.404,2938.4040000000005
659,Nepal,2001/02,,
660,Nicaragua,2001/02,1078.752,901.429
661,Nigeria,2001/02,44.003,4.003
662,Panama,2001/02,159.939,92.939
663,Sierra Leone,2001/02,79.2,74.2
664,Sri Lanka,2001/02,31.531,1.531
665,Thailand,2001/02,714.5,214.5
666,Togo,2001/02,112.01799999999999,110.01799999999999
667,Trinidad & Tobago,2001/02,16.165,2.165
668,Uganda,2001/02,3157.777,3016.777
669,Venezuela,2001/02,1264.613,30.543000000000003
670,Vietnam,2001/02,13093.243999999999,12632.378999999999
671,Yemen,2001/02,62.2185,62.2185
672,Angola,2002/03,56.64,36.64
673,Bolivia,2002/03,149.168,89.16799999999999
674,Brazil,2002/03,48351.634000000005,34601.634
675,Burundi,2002/03,453.73199999999997,451.73199999999997
676,Ecuador,2002/03,582.224,432.224
677,Indonesia,2002/03,6731.376,4952.376
678,Madagascar,2002/03,445.455,228.455
679,Malawi,2002/03,42.464,41.464
680,Papua New Guinea,2002/03,1085.147,1083.147
681,Paraguay,2002/03,26.0485,6.0485
682,Peru,2002/03,3000.32,2780.32
683,Rwanda,2002/03,319.68,319.347
684,Timor-Leste,2002/03,36.8093,36.8093
685,Zimbabwe,2002/03,110.12100000000001,106.12100000000001
686,"Congo, Rep. of",2002/03,3.0,0.0
687,Cuba,2002/03,239.105,15.105
688,Dominican Republic,2002/03,455.19800000000004,115.0
689,Haiti,2002/03,373.945,33.945
690,Philippines,2002/03,255.21,0.0
691,Tanzania,2002/03,823.6089999999999,808.6089999999999
692,Zambia,2002/03,118.927,118.32700000000001
693,Benin,2002/03,0.0,0.0
694,Cameroon,2002/03,800.795,731.795
695,Central African Republic,2002/03,92.094,88.307
696,Colombia,2002/03,11735.253,10335.253
697,"Congo, Dem. Rep. of",2002/03,337.87300000000005,137.873
698,Costa Rica,2002/03,2043.4129999999998,1668.4129999999998
699,Côte d'Ivoire,2002/03,3009.64,2692.973
700,El Salvador,2002/03,1361.376,1208.076
701,Equatorial Guinea,2002/03,0.0,0.0
702,Ethiopia,2002/03,4093.902,1859.902
703,Gabon,2002/03,1.25,0.95
704,Ghana,2002/03,33.6323,32.6323
705,Guatemala,2002/03,4069.953,3769.953
706,Guinea,2002/03,328.22900000000004,278.22900000000004
707,Guyana,2002/03,5.2013,0.8513
708,Honduras,2002/03,2495.886,2295.886
709,India,2002/03,4587.889,3454.889
710,Jamaica,2002/03,37.123000000000005,28.123
711,Kenya,2002/03,945.4019999999999,895.4019999999999
712,"Lao, People's Dem. Rep. of",2002/03,402.0043,244.0043
713,Liberia,2002/03,12.482000000000001,7.482
714,Mexico,2002/03,4351.4259999999995,2851.426
715,Nepal,2002/03,,
716,Nicaragua,2002/03,1170.017,990.393
717,Nigeria,2002/03,49.815,9.815
718,Panama,2002/03,139.96200000000002,72.962
719,Sierra Leone,2002/03,41.7289,36.7289
720,Sri Lanka,2002/03,34.3807,4.3807
721,Thailand,2002/03,731.9,231.9
722,Togo,2002/03,68.205,66.205
723,Trinidad & Tobago,2002/03,16.5524,2.5524
724,Uganda,2002/03,2890.058,2750.058
725,Venezuela,2002/03,1483.5896,197.3196
726,Vietnam,2002/03,11573.935,11055.093
727,Yemen,2002/03,56.7446,56.7446
728,Angola,2003/04,38.013000000000005,23.013
729,Bolivia,2003/04,124.823,64.82300000000001
730,Brazil,2003/04,28873.4093,14673.4093
731,Burundi,2003/04,337.858,335.858
732,Ecuador,2003/04,640.79,490.79
733,Indonesia,2003/04,6404.076,4571.076
734,Madagascar,2003/04,434.658,101.65799999999999
735,Malawi,2003/04,48.155,47.155
736,Papua New Guinea,2003/04,1154.944,1152.944
737,Paraguay,2003/04,51.7261,31.7261
738,Peru,2003/04,2685.986,2465.986
739,Rwanda,2003/04,265.742,265.409
740,Timor-Leste,2003/04,41.8233,41.8233
741,Zimbabwe,2003/04,91.649,87.649
742,"Congo, Rep. of",2003/04,3.0,0.0
743,Cuba,2003/04,223.507,0.0
744,Dominican Republic,2003/04,350.673,10.673
745,Haiti,2003/04,373.842,33.842
746,Philippines,2003/04,292.691,0.0
747,Tanzania,2003/04,611.734,584.734
748,Zambia,2003/04,100.333,99.73299999999999
749,Benin,2003/04,0.0,0.0
750,Cameroon,2003/04,900.2819999999999,831.2819999999999
751,Central African Republic,2003/04,42.73,38.943000000000005
752,Colombia,2003/04,11230.157,9830.157
753,"Congo, Dem. Rep. of",2003/04,451.06,251.06
754,Costa Rica,2003/04,1886.432,1511.432
755,Côte d'Ivoire,2003/04,2981.252,2664.585
756,El Salvador,2003/04,1380.0970000000002,1226.797
757,Equatorial Guinea,2003/04,0.0,0.0
758,Ethiopia,2003/04,4393.717000000001,2040.717
759,Gabon,2003/04,0.3,0.0
760,Ghana,2003/04,18.1419,17.1419
761,Guatemala,2003/04,3609.9309999999996,3309.9309999999996
762,Guinea,2003/04,365.529,315.529
763,Guyana,2003/04,5.4252,0.6752
764,Honduras,2003/04,2967.865,2767.865
765,India,2003/04,4508.272,3341.272
766,Jamaica,2003/04,37.4471,28.4471
767,Kenya,2003/04,673.422,623.422
768,"Lao, People's Dem. Rep. of",2003/04,361.4625,258.4625
769,Liberia,2003/04,5.08,0.08
770,Mexico,2003/04,4201.0193,2701.0193
771,Nepal,2003/04,0.9,0.9
772,Nicaragua,2003/04,1509.098,1327.183
773,Nigeria,2003/04,46.1504,6.1504
774,Panama,2003/04,172.062,105.06200000000001
775,Sierra Leone,2003/04,35.5163,30.5163
776,Sri Lanka,2003/04,36.8942,6.8942
777,Thailand,2003/04,826.567,326.567
778,Togo,2003/04,143.792,141.792
779,Trinidad & Tobago,2003/04,16.0967,2.0967
780,Uganda,2003/04,2598.532,2467.532
781,Venezuela,2003/04,1420.5247,79.8447
782,Vietnam,2003/04,15337.351999999999,14730.506000000001
783,Yemen,2003/04,193.3027,47.3027
784,Angola,2004/05,14.77,0.0
785,Bolivia,2004/05,169.8071,109.8071
786,Brazil,2004/05,39281.1457,24335.1457
787,Burundi,2004/05,437.036,435.036
788,Ecuador,2004/05,780.435,630.435
789,Indonesia,2004/05,7536.371,5536.371
790,Madagascar,2004/05,521.66,54.66
791,Malawi,2004/05,20.615,19.615
792,Papua New Guinea,2004/05,997.5139999999999,995.5139999999999
793,Paraguay,2004/05,26.2389,6.2389
794,Peru,2004/05,3425.1559,3205.1559
795,Rwanda,2004/05,449.733,448.733
796,Timor-Leste,2004/05,16.5932,16.5932
797,Zimbabwe,2004/05,120.3133,116.3133
798,"Congo, Rep. of",2004/05,3.0,0.0
799,Cuba,2004/05,179.984,0.0
800,Dominican Republic,2004/05,490.67900000000003,112.681
801,Haiti,2004/05,365.211,25.211
802,Philippines,2004/05,354.81300000000005,0.0
803,Tanzania,2004/05,763.182,726.182
804,Zambia,2004/05,110.37700000000001,109.777
805,Benin,2004/05,0.0,0.0
806,Cameroon,2004/05,727.382,658.382
807,Central African Republic,2004/05,28.715,25.715
808,Colombia,2004/05,11572.523000000001,10172.523000000001
809,"Congo, Dem. Rep. of",2004/05,359.754,159.754
810,Costa Rica,2004/05,1875.8399,1500.8399
811,Côte d'Ivoire,2004/05,2135.5998,1818.9328
812,El Salvador,2004/05,1196.873,1024.373
813,Equatorial Guinea,2004/05,0.0,0.0
814,Ethiopia,2004/05,5212.951,2734.9509999999996
815,Gabon,2004/05,0.3,0.0
816,Ghana,2004/05,18.1139,16.5239
817,Guatemala,2004/05,3703.026,3403.026
818,Guinea,2004/05,316.116,266.116
819,Guyana,2004/05,6.0561,0.5561
820,Honduras,2004/05,2575.144,2345.144
821,India,2004/05,4592.0102,3342.0102
822,Jamaica,2004/05,21.3066,12.3066
823,Kenya,2004/05,735.5830000000001,685.5830000000001
824,"Lao, People's Dem. Rep. of",2004/05,379.4417,244.4417
825,Liberia,2004/05,5.78,0.78
826,Mexico,2004/05,3867.3474,2367.3474
827,Nepal,2004/05,0.95,0.95
828,Nicaragua,2004/05,1068.077,883.799
829,Nigeria,2004/05,45.1379,5.1379
830,Panama,2004/05,90.3892,23.3892
831,Sierra Leone,2004/05,14.5255,9.5255
832,Sri Lanka,2004/05,31.6437,1.6437
833,Thailand,2004/05,884.383,384.38300000000004
834,Togo,2004/05,165.52200000000002,163.52200000000002
835,Trinidad & Tobago,2004/05,15.1235,1.1235
836,Uganda,2004/05,2612.619,2472.619
837,Venezuela,2004/05,1326.5336,0.0
838,Vietnam,2004/05,14370.453000000001,13674.097
839,Yemen,2004/05,205.5589,69.5589
840,Angola,2005/06,24.965,9.965
841,Bolivia,2005/06,128.9692,68.9692
842,Brazil,2005/06,32932.9797,17394.9797
843,Burundi,2005/06,103.315,101.40899999999999
844,Ecuador,2005/06,935.3007,785.3007
845,Indonesia,2005/06,9158.9594,6658.9594
846,Madagascar,2005/06,599.149,132.149
847,Malawi,2005/06,24.416,23.416
848,Papua New Guinea,2005/06,1268.1328,1266.1328
849,Paraguay,2005/06,45.2369,25.2369
850,Peru,2005/06,2488.8349,2268.8349
851,Rwanda,2005/06,337.0107,336.0107
852,Timor-Leste,2005/06,23.5228,23.5228
853,Zimbabwe,2005/06,65.9299,61.9299
854,"Congo, Rep. of",2005/06,3.0,0.0
855,Cuba,2005/06,99.5833,0.0
856,Dominican Republic,2005/06,310.0469,0.0
857,Haiti,2005/06,356.0064,16.0064
858,Philippines,2005/06,432.3372,0.0
859,Tanzania,2005/06,804.4066,757.4066
860,Zambia,2005/06,102.936,102.336
861,Benin,2005/06,0.0,0.0
862,Cameroon,2005/06,869.7157,800.7157
863,Central African Republic,2005/06,23.1639,20.1639
864,Colombia,2005/06,12564.2337,11164.2337
865,"Congo, Dem. Rep. of",2005/06,336.19800000000004,136.19799999999998
866,Costa Rica,2005/06,1652.5288,1277.5288
867,Côte d'Ivoire,2005/06,2099.0447,1782.3777
868,El Salvador,2005/06,1318.5870000000002,1094.487
869,Equatorial Guinea,2005/06,0.0,0.0
870,Ethiopia,2005/06,4779.486,2170.486
871,Gabon,2005/06,691.0,391.0
872,Ghana,2005/06,12.3749,10.7849
873,Guatemala,2005/06,3675.5298,3375.5298
874,Guinea,2005/06,524.884,474.884
875,Guyana,2005/06,7.0144,1.4144
876,Honduras,2005/06,3204.361,2974.361
877,India,2005/06,4567.2898,3230.2898
878,Jamaica,2005/06,34.2777,25.2777
879,Kenya,2005/06,660.135,610.135
880,"Lao, People's Dem. Rep. of",2005/06,279.64599999999996,139.64600000000002
881,Liberia,2005/06,5.361000000000001,361.0
882,Mexico,2005/06,4224.6637,2499.6637
883,Nepal,2005/06,1.3,1.3
884,Nicaragua,2005/06,1431.8115,1245.0925
885,Nigeria,2005/06,68.5718,28.5718
886,Panama,2005/06,176.3307,109.3307
887,Sierra Leone,2005/06,59.9662,54.9662
888,Sri Lanka,2005/06,34.9432,4.9432
889,Thailand,2005/06,1063.9651,563.9651
890,Togo,2005/06,140.0759,138.0759
891,Trinidad & Tobago,2005/06,14.8624,0.8624
892,Uganda,2005/06,2175.201,2025.201
893,Venezuela,2005/06,1506.3009,49.8009
894,Vietnam,2005/06,13841.8363,13041.8363
895,Yemen,2005/06,203.1808,65.1808
896,Angola,2006/07,35.095,5.095
897,Bolivia,2006/07,164.4297,104.4297
898,Brazil,2006/07,42986.9148,26655.9148
899,Burundi,2006/07,498.5,496.94
900,Ecuador,2006/07,1034.5199,884.5199
901,Indonesia,2006/07,7482.6737,4649.6737
902,Madagascar,2006/07,586.51,119.51
903,Malawi,2006/07,16.663,15.663
904,Papua New Guinea,2006/07,807.2202,805.2202
905,Paraguay,2006/07,25.7472,5.7472
906,Peru,2006/07,4319.0586,4099.0586
907,Rwanda,2006/07,351.01300000000003,350.01300000000003
908,Timor-Leste,2006/07,46.2077,46.2077
909,Zimbabwe,2006/07,45.148999999999994,41.148999999999994
910,"Congo, Rep. of",2006/07,3.0,0.0
911,Cuba,2006/07,104.85,0.0
912,Dominican Republic,2006/07,386.6671,8.6691
913,Haiti,2006/07,362.11199999999997,22.112
914,Philippines,2006/07,441.1089,0.0
915,Tanzania,2006/07,821.807,774.807
916,Zambia,2006/07,56.0696,55.4696
917,Benin,2006/07,0.0,0.0
918,Cameroon,2006/07,818.1664,749.1664
919,Central African Republic,2006/07,113.5037,110.5037
920,Colombia,2006/07,11758.6936,10564.0606
921,"Congo, Dem. Rep. of",2006/07,377.5227,177.5227
922,Costa Rica,2006/07,1706.0731,1331.0731
923,Côte d'Ivoire,2006/07,2847.9404,2531.2734
924,El Salvador,2006/07,1233.661,979.8610000000001
925,Equatorial Guinea,2006/07,0.0,0.0
926,Ethiopia,2006/07,5550.74,2802.74
927,Gabon,2006/07,1.403,1.103
928,Ghana,2006/07,20.2111,19.2111
929,Guatemala,2006/07,3950.3303,3650.3303
930,Guinea,2006/07,472.9477,422.9477
931,Guyana,2006/07,7.5796,1.8626
932,Honduras,2006/07,3461.2816,3231.2816
933,India,2006/07,4799.7424,3383.0734
934,Jamaica,2006/07,40.1196,31.1196
935,Kenya,2006/07,826.08,776.08
936,"Lao, People's Dem. Rep. of",2006/07,391.0986,251.0986
937,Liberia,2006/07,6.7276,1.7276
938,Mexico,2006/07,4200.3381,2200.3381
939,Nepal,2006/07,2.25,2.25
940,Nicaragua,2006/07,1427.9262,1238.7412
941,Nigeria,2006/07,50.7351,10.7351
942,Panama,2006/07,173.1015,106.1015
943,Sierra Leone,2006/07,31.471999999999998,26.471999999999998
944,Sri Lanka,2006/07,32.875,2.875
945,Thailand,2006/07,822.4689,322.4689
946,Togo,2006/07,133.95,131.95
947,Trinidad & Tobago,2006/07,11.6981,0.6981
948,Uganda,2006/07,2894.16,2719.16
949,Venezuela,2006/07,1570.8961,52.7861
950,Vietnam,2006/07,19339.7501,18422.7501
951,Yemen,2006/07,207.234,69.234
952,Angola,2007/08,35.631,5.631
953,Bolivia,2007/08,132.5292,72.5292
954,Brazil,2007/08,38971.7101,21861.7101
955,Burundi,2007/08,132.856,131.499
956,Ecuador,2007/08,950.4028,800.4028
957,Indonesia,2007/08,7776.5557,4443.5557
958,Madagascar,2007/08,614.1661,147.1661
959,Malawi,2007/08,18.812,17.812
960,Papua New Guinea,2007/08,967.7113,965.7113
961,Paraguay,2007/08,38.6339,18.6339
962,Peru,2007/08,3062.9307,2842.9307
963,Rwanda,2007/08,224.0446,223.0446
964,Timor-Leste,2007/08,36.3032,36.3032
965,Zimbabwe,2007/08,31.2441,27.2441
966,"Congo, Rep. of",2007/08,3.0,0.0
967,Cuba,2007/08,109.8567,0.0
968,Dominican Republic,2007/08,464.9084,86.9084
969,Haiti,2007/08,359.4114,19.4114
970,Philippines,2007/08,445.6113,0.0
971,Tanzania,2007/08,809.7958,762.7958
972,Zambia,2007/08,61.4737,60.4737
973,Benin,2007/08,0.0,0.0
974,Cameroon,2007/08,795.3046,726.3046
975,Central African Republic,2007/08,43.467,40.134
976,Colombia,2007/08,12515.4534,11234.5304
977,"Congo, Dem. Rep. of",2007/08,415.9287,215.9287
978,Costa Rica,2007/08,1797.1373,1422.1373
979,Côte d'Ivoire,2007/08,1338.1445,1021.1445
980,El Salvador,2007/08,1504.9911,1254.4911
981,Equatorial Guinea,2007/08,0.0,0.0
982,Ethiopia,2007/08,5966.6796,3072.6796
983,Gabon,2007/08,721.0,421.0
984,Ghana,2007/08,34.6644,32.6644
985,Guatemala,2007/08,4099.6768,3799.6768
986,Guinea,2007/08,322.6894,272.6894
987,Guyana,2007/08,8.6174,1.6174
988,Honduras,2007/08,3639.7929,3394.7929
989,India,2007/08,4366.6594,2866.6594
990,Jamaica,2007/08,20.1766,11.1766
991,Kenya,2007/08,652.105,602.105
992,"Lao, People's Dem. Rep. of",2007/08,393.12300000000005,253.123
993,Liberia,2007/08,6.8511,1.8511
994,Mexico,2007/08,4150.3183,1950.3183
995,Nepal,2007/08,1.2574,1.2574
996,Nicaragua,2007/08,1905.6714,1714.0264
997,Nigeria,2007/08,42.1658,2.1658
998,Panama,2007/08,176.0553,109.0553
999,Sierra Leone,2007/08,40.0011,35.0011
1000,Sri Lanka,2007/08,33.4906,3.4906
1001,Thailand,2007/08,650.4208,100.4208
1002,Togo,2007/08,125.131,123.131
1003,Trinidad & Tobago,2007/08,12.1349,1.1349
1004,Uganda,2007/08,3489.6479999999997,3309.3979999999997
1005,Venezuela,2007/08,1520.4505,0.0
1006,Vietnam,2007/08,16405.0988,15467.0988
1007,Yemen,2007/08,197.9537,67.9537
1008,Angola,2008/09,37.61,7.61
1009,Bolivia,2008/09,135.4186,75.4186
1010,Brazil,2008/09,50490.0837,32830.0837
1011,Burundi,2008/09,411.7822,410.3472
1012,Ecuador,2008/09,770.6473,620.6473
1013,Indonesia,2008/09,9612.3466,6279.3466
1014,Madagascar,2008/09,727.6884,260.6884
1015,Malawi,2008/09,20.753,19.753
1016,Papua New Guinea,2008/09,1027.6529,1025.6529
1017,Paraguay,2008/09,20.0154,0.0154
1018,Peru,2008/09,3872.262,3622.262
1019,Rwanda,2008/09,368.7282,367.7282
1020,Timor-Leste,2008/09,47.6918,47.6918
1021,Zimbabwe,2008/09,24.2492,20.2492
1022,"Congo, Rep. of",2008/09,3.0,0.0
1023,Cuba,2008/09,133.4523,0.0
1024,Dominican Republic,2008/09,645.0295,267.0295
1025,Haiti,2008/09,358.6822,18.6822
1026,Philippines,2008/09,586.8337,0.0
1027,Tanzania,2008/09,1186.2823,1139.2823
1028,Zambia,2008/09,34.6967,33.6967
1029,Benin,2008/09,0.0,0.0
1030,Cameroon,2008/09,724.9004,655.9004
1031,Central African Republic,2008/09,59.61600000000001,54.61600000000001
1032,Colombia,2008/09,8663.2373,7372.7373
1033,"Congo, Dem. Rep. of",2008/09,421.9583,221.9583
1034,Costa Rica,2008/09,1499.918,1232.059
1035,Côte d'Ivoire,2008/09,2526.3263,2209.3263
1036,El Salvador,2008/09,1450.2264,1205.9264
1037,Equatorial Guinea,2008/09,0.0,0.0
1038,Ethiopia,2008/09,4948.9869,1900.9869
1039,Gabon,2008/09,2.0669999999999997,1.7919999999999998
1040,Ghana,2008/09,26.4006,24.4006
1041,Guatemala,2008/09,3784.9658,3449.9658
1042,Guinea,2008/09,504.7819,454.7819
1043,Guyana,2008/09,9.8722,1.4052
1044,Honduras,2008/09,3449.9872,3181.6542
1045,India,2008/09,4378.002,2804.6659999999997
1046,Jamaica,2008/09,31.8915,22.8915
1047,Kenya,2008/09,541.075,491.075
1048,"Lao, People's Dem. Rep. of",2008/09,405.6104,255.6104
1049,Liberia,2008/09,12.4117,7.4117
1050,Mexico,2008/09,4650.6492,2450.6492
1051,Nepal,2008/09,1.4624,1.4624
1052,Nicaragua,2008/09,1444.7342,1250.5872
1053,Nigeria,2008/09,50.0048,10.0048
1054,Panama,2008/09,149.1609,82.1609
1055,Sierra Leone,2008/09,86.2856,81.2856
1056,Sri Lanka,2008/09,30.8644,0.8644
1057,Thailand,2008/09,674.5626,74.5626
1058,Togo,2008/09,137.7531,135.7531
1059,Trinidad & Tobago,2008/09,11.4194,0.4194
1060,Uganda,2008/09,3335.167,3150.167
1061,Venezuela,2008/09,932.4219,0.0
1062,Vietnam,2008/09,18438.1201,17417.1201
1063,Yemen,2008/09,219.7968,89.7968
1064,Angola,2009/10,13.42,0.0
1065,Bolivia,2009/10,142.4751,82.4751
1066,Brazil,2009/10,43976.812000000005,25586.812
1067,Burundi,2009/10,111.613,110.214
1068,Ecuador,2009/10,813.2849,663.2849
1069,Indonesia,2009/10,11379.6699,8046.6699
1070,Madagascar,2009/10,456.9613,0.0
1071,Malawi,2009/10,16.922,15.922
1072,Papua New Guinea,2009/10,1037.9942,1035.9942
1073,Paraguay,2009/10,20.0167,0.0167
1074,Peru,2009/10,3286.0867,3036.0867
1075,Rwanda,2009/10,258.9411,257.9411
1076,Timor-Leste,2009/10,46.9126,46.9126
1077,Zimbabwe,2009/10,21.3683,17.3683
1078,"Congo, Rep. of",2009/10,3.0,0.0
1079,Cuba,2009/10,92.103,0.0
1080,Dominican Republic,2009/10,352.4645,0.0
1081,Haiti,2009/10,350.5835,10.5835
1082,Philippines,2009/10,730.4181,0.0
1083,Tanzania,2009/10,674.9343,627.9343
1084,Zambia,2009/10,28.217,28.217
1085,Benin,2009/10,0.0,0.0
1086,Cameroon,2009/10,902.2813,833.2813
1087,Central African Republic,2009/10,112.109,103.77600000000001
1088,Colombia,2009/10,8097.7801,6827.9171
1089,"Congo, Dem. Rep. of",2009/10,345.8372,145.8372
1090,Costa Rica,2009/10,1476.7476,1181.3066
1091,Côte d'Ivoire,2009/10,1988.6994,1671.6994
1092,El Salvador,2009/10,1074.6297,806.3297
1093,Equatorial Guinea,2009/10,0.0,0.0
1094,Ethiopia,2009/10,6931.1990000000005,3721.199
1095,Gabon,2009/10,493.0,243.0
1096,Ghana,2009/10,36.9277,34.9277
1097,Guatemala,2009/10,3834.7868,3514.7868
1098,Guinea,2009/10,499.2465,449.2465
1099,Guyana,2009/10,9.1767,0.9437
1100,Honduras,2009/10,3602.9169,3296.2499
1101,India,2009/10,4826.6521,3126.6521
1102,Jamaica,2009/10,25.0842,16.0842
1103,Kenya,2009/10,629.74,579.74
1104,"Lao, People's Dem. Rep. of",2009/10,433.8689,283.8689
1105,Liberia,2009/10,12.692,7.692
1106,Mexico,2009/10,4108.6243,1908.6243
1107,Nepal,2009/10,1.1083,1.1083
1108,Nicaragua,2009/10,1871.1206,1674.4986
1109,Nigeria,2009/10,34.2687,0.0
1110,Panama,2009/10,137.7393,70.7393
1111,Sierra Leone,2009/10,90.7017,85.7017
1112,Sri Lanka,2009/10,31.5032,1.5032
1113,Thailand,2009/10,794.7965,94.7965
1114,Togo,2009/10,201.8831,199.8831
1115,Trinidad & Tobago,2009/10,11.4069,0.4069
1116,Uganda,2009/10,2893.8759999999997,2705.176
1117,Venezuela,2009/10,1213.7061,0.0
1118,Vietnam,2009/10,17825.3453,16617.3453
1119,Yemen,2009/10,135.1816,5.1816
1120,Angola,2010/11,34.97,4.97
1121,Bolivia,2010/11,129.7249,69.7249
1122,Brazil,2010/11,53428.4102,34296.4102
1123,Burundi,2010/11,352.9776,350.9776
1124,Ecuador,2010/11,853.9798,703.9798
1125,Indonesia,2010/11,9128.5118,5795.5118
1126,Madagascar,2010/11,529.7233,62.7233
1127,Malawi,2010/11,16.9285,15.9285
1128,Papua New Guinea,2010/11,866.5184,865.0884
1129,Paraguay,2010/11,20.1965,0.1965
1130,Peru,2010/11,4068.823,3818.823
1131,Rwanda,2010/11,322.9191,321.9191
1132,Timor-Leste,2010/11,60.1017,59.6117
1133,Zimbabwe,2010/11,10.0859,6.0859
1134,"Congo, Rep. of",2010/11,3.0,0.0
1135,Cuba,2010/11,108.49700000000001,0.0
1136,Dominican Republic,2010/11,378.1562,0.1562
1137,Haiti,2010/11,349.5281,9.5281
1138,Philippines,2010/11,189.0533,0.0
1139,Tanzania,2010/11,845.9077,798.9077
1140,Zambia,2010/11,13.1783,13.1783
1141,Benin,2010/11,0.0,0.0
1142,Cameroon,2010/11,527.1347,458.8017
1143,Central African Republic,2010/11,78.462,68.462
1144,Colombia,2010/11,8522.6874,7214.8794
1145,"Congo, Dem. Rep. of",2010/11,305.1575,105.1575
1146,Costa Rica,2010/11,1613.6996,1206.4786
1147,Côte d'Ivoire,2010/11,836.7239999999999,519.724
1148,El Salvador,2010/11,1873.269,1597.269
1149,Equatorial Guinea,2010/11,0.0,0.0
1150,Ethiopia,2010/11,7500.3848,4117.3848
1151,Gabon,2010/11,1.8323,0.8853
1152,Ghana,2010/11,92.3075,90.3075
1153,Guatemala,2010/11,3949.9335,3609.9335
1154,Guinea,2010/11,386.4609,336.4609
1155,Guyana,2010/11,9.1433,0.6433
1156,Honduras,2010/11,4330.6854,3995.6854
1157,India,2010/11,5032.9734,3232.9734
1158,Jamaica,2010/11,20.5548,11.5548
1159,Kenya,2010/11,640.8736,590.8736
1160,"Lao, People's Dem. Rep. of",2010/11,544.3616,394.3616
1161,Liberia,2010/11,10.4386,5.4386
1162,Mexico,2010/11,4001.4319,1647.4319
1163,Nepal,2010/11,3.0825,3.0825
1164,Nicaragua,2010/11,1637.8216,1435.0766
1165,Nigeria,2010/11,42.0553,2.0553
1166,Panama,2010/11,113.8499,46.8499
1167,Sierra Leone,2010/11,32.9146,27.9146
1168,Sri Lanka,2010/11,37.0877,2.0877
1169,Thailand,2010/11,828.1734,53.1734
1170,Togo,2010/11,160.2912,158.2912
